period,year,month,mortgage_5y_posted_rate_pct,series_id,source_url
1990-02,1990,2,12.75,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-03,1990,3,13.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-04,1990,4,14.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-05,1990,5,14.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-06,1990,6,14.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-07,1990,7,14.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-08,1990,8,13.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-09,1990,9,13.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-10,1990,10,13.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-11,1990,11,12.75,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1990-12,1990,12,12.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-01,1991,1,12.0,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-02,1991,2,11.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-03,1991,3,11.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-04,1991,4,11.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-05,1991,5,11.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-06,1991,6,11.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-07,1991,7,11.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-08,1991,8,11.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-09,1991,9,11.25,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-10,1991,10,10.75,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-11,1991,11,9.9,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1991-12,1991,12,9.9,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1992-01,1992,1,9.75,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1992-02,1992,2,9.75,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
1992-03,1992,3,10.5,V122521,https://www.bankofcanada.ca/wp-content/uploads/2010/09/selected_historical_v122521.pdf
